,名前,名詞,エネルギー,タンパク質,脂質,食物繊維総量,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミン6,ビタミン12,葉酸,パントテン酸,ビオチン,ビタミンC,time
1333,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　電子レンジ調理,"['魚類', 'さけ', 'ます', '類', '養殖', '皮', '電子', 'レンジ', '調理']",231.0,22.7,16.5,0,0.1,47.0,400.0,6.0,30.0,270.0,0.3,0.3,0.07,0.01,7,24.0,0.0,0.0,22.0,6.4,3.1,7.0,0.29,0.11,7.2,0.58,9.7,21.0,1.12,6.8,2.0,17.0
1334,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　焼き,"['魚類', 'さけ', 'ます', '類', '養殖', '皮', '焼き']",229.0,23.9,15.7,0,0.1,52.0,440.0,5.0,31.0,280.0,0.3,0.3,0.07,0.01,7,24.0,0.0,0.0,21.0,7.7,3.7,7.0,0.25,0.11,8.3,0.52,9.4,17.0,1.22,8.7,1.0,24.0
1335,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　ソテー,"['魚類', 'さけ', 'ます', '類', '養殖', '皮', 'ソテー']",269.0,25.8,21.0,0,0.1,54.0,450.0,7.0,34.0,300.0,0.3,0.3,0.06,0.01,7,23.0,0.0,0.0,22.0,6.6,6.0,10.0,0.31,0.13,9.1,0.5,7.9,24.0,1.56,7.8,2.0,26.0
1336,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　天ぷら,"['魚類', 'さけ', 'ます', '類', '養殖', '皮', '天ぷら']",266.0,20.0,18.6,0,5.5,62.0,390.0,27.0,25.0,230.0,0.3,0.4,0.05,0.05,5,17.0,0.0,1.0,4.0,5.3,5.4,19.0,0.27,0.13,7.5,0.51,3.7,18.0,1.15,5.7,2.0,26.0
1337,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　生,"['魚類', 'さけ', 'ます', '類', '海面', '養殖', '皮', 'つき', '生']",201.0,21.4,14.2,0,0.1,64.0,390.0,13.0,28.0,250.0,0.3,0.5,0.04,0.01,4,22.0,0.0,0.0,57.0,11.0,5.5,0.0,0.17,0.1,6.8,0.45,5.2,12.0,1.78,5.4,2.0,17.0
1338,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮なし　生,"['魚類', 'さけ', 'ます', '類', '海面', '養殖', '皮', '生']",176.0,20.5,10.8,0,0.2,50.0,420.0,8.0,29.0,250.0,0.3,0.4,0.04,0.01,3,21.0,0.0,0.0,27.0,7.0,3.8,0.0,0.21,0.12,6.7,0.59,3.8,9.0,1.74,5.5,3.0,21.0
1339,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　焼き,"['魚類', 'さけ', 'ます', '類', '海面', '養殖', '皮', 'つき', '焼き']",238.0,27.2,15.8,0,0.4,68.0,490.0,22.0,55.0,350.0,0.3,0.6,0.05,0.01,0,0.0,0.0,0.0,74.0,12.0,5.9,0.0,0.2,0.15,7.0,0.3,2.8,15.0,2.68,0.0,5.0,10.0
1340,＜魚類＞　（さけ・ます類）　にじます　淡水養殖　皮つき　生,"['魚類', 'さけ', 'ます', '類', '淡水', '養殖', '皮', 'つき', '生']",116.0,19.7,4.6,0,0.1,50.0,370.0,24.0,28.0,240.0,0.2,0.6,0.04,0.01,0,0.0,0.0,0.0,17.0,12.0,1.2,0.0,0.21,0.1,4.0,0.36,6.0,13.0,1.63,0.0,2.0,10.0
1341,＜魚類＞　（さけ・ます類）　べにざけ　生,"['魚類', 'さけ', 'ます', '類', 'ざけ', '生']",127.0,22.5,4.5,0,0.1,57.0,380.0,10.0,31.0,260.0,0.4,0.5,0.07,0.01,0,0.0,0.0,0.0,27.0,33.0,1.3,0.0,0.26,0.15,6.0,0.41,9.4,13.0,1.23,0.0,0.0,20.0
1342,＜魚類＞　（さけ・ます類）　べにざけ　焼き,"['魚類', 'さけ', 'ます', '類', 'ざけ', '焼き']",163.0,28.5,6.0,0,0.1,72.0,490.0,16.0,39.0,340.0,0.5,0.7,0.08,0.01,0,0.0,0.0,0.0,35.0,38.0,1.8,0.0,0.27,0.22,7.2,0.39,3.8,15.0,1.49,0.0,2.0,26.0
1343,＜魚類＞　（さけ・ます類）　べにざけ　くん製,"['魚類', 'さけ', 'ます', '類', 'ざけ', 'くん製']",143.0,25.7,5.5,0,0.1,1500.0,250.0,19.0,20.0,240.0,0.8,0.5,0.07,0.01,0,0.0,0.0,0.0,43.0,28.0,1.2,0.0,0.23,0.23,8.5,0.52,8.0,10.0,1.5,0.0,0.0,29.0
1344,＜魚類＞　（さけ・ます類）　ますのすけ　生,"['魚類', 'さけ', 'ます', '類', 'ます', '生']",176.0,19.5,12.5,0,0.0,38.0,380.0,18.0,28.0,250.0,0.3,0.4,0.06,0.01,0,0.0,0.0,0.0,160.0,16.0,3.3,0.0,0.13,0.12,7.7,0.43,3.4,12.0,1.38,0.0,1.0,29.0
1345,＜魚類＞　（さけ・ます類）　ますのすけ　焼き,"['魚類', 'さけ', 'ます', '類', 'ます', '焼き']",238.0,26.4,16.7,0,0.0,48.0,520.0,30.0,33.0,330.0,0.4,0.6,0.05,0.01,0,0.0,0.0,0.0,200.0,17.0,3.8,0.0,0.14,0.2,8.1,0.36,4.1,15.0,1.77,0.0,0.0,11.0
1346,＜魚類＞　（さば類）　まさば　生,"['魚類', 'さば', '類', 'さば', '生']",211.0,20.6,16.8,0,0.3,110.0,330.0,6.0,30.0,220.0,1.2,1.1,0.12,0.01,21,70.0,2.0,0.0,37.0,5.1,1.3,2.0,0.21,0.31,12.0,0.59,13.0,11.0,0.66,4.9,1.0,10.0
1347,＜魚類＞　（さば類）　まさば　水煮,"['魚類', 'さば', '類', 'さば', '水']",253.0,22.6,22.6,0,0.3,94.0,280.0,7.0,29.0,210.0,1.3,1.1,0.14,0.01,23,66.0,6.0,0.0,31.0,4.3,2.0,0.0,0.25,0.3,11.0,0.48,19.0,13.0,0.75,8.5,0.0,10.0
1348,＜魚類＞　（さば類）　まさば　焼き,"['魚類', 'さば', '類', 'さば', '焼き']",264.0,25.2,22.4,0,0.4,120.0,370.0,10.0,34.0,280.0,1.6,1.4,0.16,0.01,24,21.0,6.0,1.0,34.0,4.9,2.1,4.0,0.3,0.37,13.0,0.54,22.0,13.0,0.79,8.2,0.0,21.0
1349,＜魚類＞　（さば類）　まさば　フライ,"['魚類', 'さば', '類', 'さば', 'フライ']",316.0,20.0,25.1,0,6.5,130.0,310.0,14.0,30.0,210.0,1.3,1.1,0.13,0.08,0,0.0,0.0,0.0,42.0,3.5,3.2,19.0,0.2,0.3,9.9,0.33,11.0,16.0,0.7,0.0,0.0,11.0
1350,＜魚類＞　（さば類）　ごまさば　生,"['魚類', 'さば', '類', 'ごま', 'さば', '生']",131.0,23.0,5.1,0,0.3,66.0,420.0,12.0,33.0,260.0,1.6,1.1,0.13,0.01,0,0.0,0.0,0.0,8.0,4.3,1.2,4.0,0.17,0.28,15.0,0.65,13.0,10.0,0.72,0.0,0.0,28.0
1351,＜魚類＞　（さば類）　ごまさば　水煮,"['魚類', 'さば', '類', 'ごま', 'さば', '水']",139.0,24.8,5.2,0,0.2,56.0,350.0,13.0,31.0,240.0,1.8,1.2,0.15,0.01,0,0.0,0.0,0.0,8.0,4.9,1.1,4.0,0.15,0.28,13.0,0.51,14.0,12.0,0.76,0.0,0.0,10.0
1352,＜魚類＞　（さば類）　ごまさば　焼き,"['魚類', 'さば', '類', 'ごま', 'さば', '焼き']",174.0,31.1,6.6,0,0.3,88.0,540.0,19.0,46.0,350.0,2.2,1.4,0.14,0.01,0,0.0,0.0,0.0,11.0,5.7,1.7,5.0,0.21,0.36,19.0,0.55,17.0,18.0,1.01,0.0,0.0,20.0
1353,＜魚類＞　（さば類）　ごまさば　さば節,"['魚類', 'さば', '類', 'ごま', 'さば', 'さば', '節']",330.0,73.9,5.1,0,0.0,370.0,1100.0,860.0,140.0,1200.0,7.2,8.4,0.43,0.05,0,0.0,0.0,0.0,0.0,12.0,0.9,0.0,0.25,0.85,15.0,0.68,6.0,30.0,1.55,0.0,0.0,18.0
1354,＜魚類＞　（さば類）　たいせいようさば　生,"['魚類', 'さば', '類', '生']",295.0,17.2,26.8,0,0.4,99.0,320.0,7.0,28.0,210.0,0.9,0.9,0.06,0.01,69,45.0,0.0,0.0,44.0,10.0,0.7,0.0,0.14,0.35,6.5,0.35,8.1,12.0,0.72,6.6,1.0,20.0
1355,＜魚類＞　（さば類）　たいせいようさば　水煮,"['魚類', 'さば', '類', '水']",310.0,18.6,28.5,0,0.4,96.0,280.0,9.0,27.0,210.0,1.0,1.0,0.07,0.01,67,45.0,0.0,0.0,42.0,6.6,0.6,0.0,0.19,0.34,5.3,0.28,12.0,13.0,0.72,8.2,0.0,23.0
1356,＜魚類＞　（さば類）　たいせいようさば　焼き,"['魚類', 'さば', '類', '焼き']",326.0,21.8,29.3,0,0.5,120.0,390.0,12.0,33.0,260.0,1.2,1.1,0.09,0.01,89,59.0,0.0,0.0,63.0,11.0,0.8,0.0,0.22,0.38,7.6,0.33,8.8,16.0,0.93,10.0,0.0,21.0
1357,＜魚類＞　（さば類）　加工品　塩さば,"['魚類', 'さば', '類', '加工', '品', '塩', 'さば']",263.0,26.2,19.1,0,0.1,720.0,300.0,27.0,35.0,200.0,2.0,0.6,0.07,0.02,110,78.0,1.0,0.0,9.0,11.0,0.5,0.0,0.16,0.59,12.0,0.41,7.1,10.0,0.59,5.9,0.0,19.0
1358,＜魚類＞　（さば類）　加工品　開き干し,"['魚類', 'さば', '類', '加工', '品']",303.0,18.7,28.5,0,0.2,680.0,300.0,25.0,25.0,200.0,2.0,1.0,0.09,0.0,110,110.0,0.0,0.0,9.0,12.0,2.4,0.0,0.13,0.59,8.5,0.42,11.0,11.0,0.63,8.9,0.0,15.0
1359,＜魚類＞　（さば類）　加工品　しめさば,"['魚類', 'さば', '類', '加工', '品', 'しめ', 'さば']",292.0,18.6,26.9,0,1.7,640.0,200.0,9.0,24.0,160.0,1.1,0.4,0.18,0.01,430,73.0,1.0,0.0,14.0,8.0,0.5,0.0,0.13,0.28,7.7,0.36,11.0,4.0,0.71,7.6,0.0,15.0
1360,＜魚類＞　（さば類）　缶詰　水煮,"['魚類', 'さば', '類', '缶詰', '水']",174.0,20.9,10.7,0,0.2,340.0,260.0,260.0,31.0,190.0,1.6,1.7,0.14,0.02,0,0.0,0.0,0.0,0.0,11.0,3.2,0.0,0.15,0.4,8.0,0.36,12.0,12.0,0.55,0.0,0.0,24.0
1361,＜魚類＞　（さば類）　缶詰　みそ煮,"['魚類', 'さば', '類', '缶詰', 'みそ']",210.0,16.3,13.9,0,6.6,430.0,250.0,210.0,29.0,250.0,2.0,1.2,0.14,0.09,0,0.0,0.0,0.0,42.0,5.0,1.9,0.0,0.04,0.37,5.9,0.3,9.6,21.0,0.5,0.0,0.0,28.0
1362,＜魚類＞　（さば類）　缶詰　味付け,"['魚類', 'さば', '類', '缶詰', '味付け']",208.0,21.4,12.6,0,4.0,530.0,260.0,180.0,35.0,300.0,2.0,1.3,0.16,0.09,0,0.0,0.0,0.0,31.0,5.0,2.4,0.0,0.03,0.27,7.4,0.33,11.0,24.0,0.52,0.0,0.0,16.0
1363,＜魚類＞　（さめ類）　あぶらつのざめ　生,"['魚類', '類', 'ざめ', '生']",138.0,16.8,9.4,0,0.0,100.0,450.0,6.0,19.0,200.0,1.0,0.3,0.04,0.01,0,0.0,0.0,0.0,210.0,1.0,2.2,0.0,0.04,0.08,1.0,0.33,1.7,2.0,0.73,0.0,0.0,14.0
1364,＜魚類＞　（さめ類）　よしきりざめ　生,"['魚類', '類', 'きり', 'ざめ', '生']",79.0,18.9,0.6,0,0.0,210.0,290.0,5.0,19.0,150.0,0.4,0.5,0.06,0.0,0,0.0,0.0,0.0,9.0,0.0,0.9,0.0,0.11,0.11,0.9,0.24,0.3,4.0,0.49,0.0,0.0,24.0
1365,＜魚類＞　（さめ類）　ふかひれ,"['魚類', '類', 'ふか', 'ひれ']",344.0,83.9,1.6,0,0.0,180.0,3.0,65.0,94.0,36.0,1.2,3.1,0.06,0.09,0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.5,0.02,0.9,23.0,0.24,0.0,0.0,14.0
1366,＜魚類＞　さより　生,"['魚類', 'さより', '生']",88.0,19.6,1.3,0,0.0,190.0,290.0,41.0,37.0,190.0,0.3,1.9,0.03,0.02,0,0.0,0.0,0.0,0.0,3.0,0.9,0.0,0.0,0.12,5.2,0.33,5.5,10.0,0.44,0.0,2.0,12.0
1367,＜魚類＞　さわら　生,"['魚類', 'わら', '生']",161.0,20.1,9.7,0,0.1,65.0,490.0,13.0,32.0,220.0,0.8,1.0,0.03,0.01,0,0.0,0.0,0.0,12.0,7.0,0.3,0.0,0.09,0.35,9.5,0.4,5.3,8.0,1.16,0.0,0.0,29.0
1368,＜魚類＞　さわら　焼き,"['魚類', 'わら', '焼き']",184.0,23.6,10.8,0,0.1,90.0,610.0,22.0,36.0,310.0,0.9,1.1,0.05,0.01,0,0.0,0.0,0.0,16.0,12.0,1.1,0.0,0.09,0.34,12.0,0.29,5.3,8.0,1.12,0.0,0.0,13.0
1369,＜魚類＞　さんま　皮つき　生,"['魚類', 'さんま', '皮', 'つき', '生']",287.0,18.1,25.6,0,0.1,140.0,200.0,28.0,28.0,180.0,1.4,0.8,0.12,0.02,22,32.0,2.0,1.0,16.0,16.0,1.7,1.0,0.01,0.28,7.4,0.54,16.0,15.0,0.74,7.4,0.0,19.0
1370,＜魚類＞　さんま　皮なし　生,"['魚類', 'さんま', '皮', '生']",277.0,17.8,25.0,0,0.2,120.0,200.0,15.0,25.0,160.0,1.3,0.6,0.13,0.01,30,25.0,0.0,0.0,26.0,11.0,2.6,0.0,0.0,0.32,7.9,0.58,15.0,12.0,0.57,8.4,1.0,20.0
1371,＜魚類＞　さんま　皮つき　焼き,"['魚類', 'さんま', '皮', 'つき', '焼き']",281.0,23.3,22.8,0,0.2,130.0,260.0,37.0,30.0,220.0,1.7,0.9,0.15,0.03,25,45.0,1.0,1.0,11.0,13.0,1.0,0.0,0.0,0.3,9.8,0.42,16.0,17.0,0.93,9.4,0.0,14.0
1372,＜魚類＞　さんま　開き干し,"['魚類', 'さんま']",232.0,19.3,19.0,0,0.1,500.0,260.0,60.0,28.0,140.0,1.1,0.7,0.12,0.02,0,0.0,0.0,0.0,25.0,14.0,1.5,0.0,0.0,0.3,4.0,0.54,10.0,10.0,0.84,0.0,0.0,23.0
1373,＜魚類＞　さんま　みりん干し,"['魚類', 'さんま', 'みりん']",382.0,23.9,25.8,0,20.4,1400.0,370.0,120.0,50.0,250.0,2.2,1.3,0.22,0.07,0,0.0,0.0,0.0,31.0,20.0,0.5,0.0,0.0,0.3,3.0,0.35,11.0,14.0,1.34,0.0,0.0,26.0
1374,＜魚類＞　さんま　缶詰　味付け,"['魚類', 'さんま', '缶詰', '味付け']",259.0,18.9,18.9,0,5.6,540.0,160.0,280.0,37.0,350.0,1.9,1.1,0.16,0.08,0,0.0,0.0,0.0,25.0,13.0,2.8,0.0,0.0,0.2,3.5,0.3,12.0,29.0,0.55,0.0,0.0,14.0
1375,＜魚類＞　さんま　缶詰　かば焼,"['魚類', 'さんま', '缶詰', '焼']",219.0,17.4,13.0,0,9.7,600.0,250.0,250.0,37.0,260.0,2.9,0.1,0.14,0.09,0,0.0,0.0,0.0,28.0,12.0,2.4,0.0,0.0,0.27,6.2,0.28,12.0,12.0,0.55,0.0,0.0,26.0
1376,＜魚類＞　しいら　生,"['魚類', 'しいら', '生']",100.0,21.3,1.9,0,0.0,50.0,480.0,13.0,31.0,250.0,0.7,0.5,0.05,0.01,0,0.0,0.0,0.0,8.0,5.0,0.5,0.0,0.2,0.15,9.0,0.46,2.6,3.0,0.36,0.0,1.0,18.0
1377,＜魚類＞　（ししゃも類）　ししゃも　生干し　生,"['魚類', 'ししゃも', '類', 'ししゃも', '生干し', '生']",152.0,21.0,8.1,0,0.2,490.0,380.0,330.0,48.0,430.0,1.6,1.8,0.1,0.11,74,35.0,1.0,1.0,100.0,0.6,0.8,1.0,0.02,0.25,1.7,0.07,7.5,37.0,1.95,18.0,1.0,14.0
1378,＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,"['魚類', 'ししゃも', '類', 'ししゃも', '生干し', '焼き']",162.0,24.3,7.8,0,0.2,640.0,400.0,360.0,57.0,540.0,1.7,2.1,0.11,0.18,0,0.0,0.0,0.0,75.0,0.6,1.1,1.0,0.04,0.29,0.9,0.07,8.7,36.0,1.93,0.0,1.0,17.0
1379,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,"['魚類', 'ししゃも', '類', 'ししゃも', '生干し', '生']",160.0,15.6,11.6,0,0.5,590.0,200.0,350.0,55.0,360.0,1.4,2.0,0.06,0.04,27,41.0,1.0,1.0,120.0,0.4,1.6,0.0,0.0,0.31,1.5,0.08,8.7,21.0,1.2,17.0,1.0,23.0
1380,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,"['魚類', 'ししゃも', '類', 'ししゃも', '生干し', '焼き']",170.0,18.2,11.3,0,0.6,770.0,210.0,380.0,65.0,450.0,1.6,2.4,0.07,0.06,0,0.0,0.0,0.0,90.0,0.5,2.1,0.0,0.01,0.37,0.8,0.08,10.0,20.0,1.19,0.0,1.0,15.0
1381,＜魚類＞　したびらめ　生,"['魚類', 'びら', 'め', '生']",87.0,19.2,1.6,0,0.0,140.0,310.0,36.0,31.0,160.0,0.3,0.5,0.02,0.02,0,0.0,0.0,0.0,30.0,2.0,0.6,0.0,0.06,0.14,3.3,0.2,2.6,12.0,0.26,0.0,1.0,26.0
1382,＜魚類＞　しまあじ　養殖　生,"['魚類', 'しま', 'あじ', '養殖', '生']",147.0,21.9,8.0,0,0.1,53.0,390.0,16.0,29.0,250.0,0.7,1.1,0.04,0.01,0,0.0,0.0,0.0,10.0,18.0,1.6,0.0,0.25,0.15,8.3,0.52,3.2,2.0,0.88,0.0,0.0,22.0
1383,＜魚類＞　しらうお　生,"['魚類', '生']",70.0,13.6,2.0,0,0.1,170.0,250.0,150.0,39.0,270.0,0.4,1.2,0.03,0.09,0,0.0,0.0,0.0,50.0,1.0,1.8,0.0,0.08,0.1,1.8,0.12,3.3,58.0,0.94,0.0,4.0,10.0
1384,＜魚類＞　シルバー　生,"['魚類', 'シルバー', '生']",138.0,18.6,7.9,0,0.0,85.0,440.0,11.0,31.0,220.0,0.6,0.5,0.06,0.01,0,0.0,0.0,0.0,100.0,3.0,3.1,0.0,0.08,0.18,7.6,0.5,1.8,4.0,0.48,0.0,0.0,24.0
1385,＜魚類＞　すずき　生,"['魚類', 'すずき', '生']",113.0,19.8,4.2,0,0.0,81.0,370.0,12.0,29.0,210.0,0.2,0.5,0.02,0.01,0,0.0,0.0,0.0,180.0,10.0,1.2,0.0,0.02,0.2,3.9,0.27,2.0,8.0,0.93,0.0,3.0,12.0
1386,＜魚類＞　（たい類）　きだい　生,"['魚類', 'たい', '類', 'きだ', 'い', '生']",100.0,18.6,3.1,0,0.2,73.0,390.0,23.0,30.0,210.0,0.2,0.4,0.02,0.01,0,0.0,0.0,0.0,50.0,4.0,1.5,0.0,0.03,0.04,2.8,0.2,3.2,8.0,0.38,0.0,1.0,26.0
1387,＜魚類＞　（たい類）　くろだい　生,"['魚類', 'たい', '類', 'だい', '生']",137.0,20.4,6.7,0,0.3,59.0,400.0,13.0,36.0,250.0,0.3,0.8,0.03,0.01,0,0.0,0.0,0.0,12.0,4.0,1.4,0.0,0.12,0.3,5.5,0.42,3.7,14.0,0.62,0.0,3.0,18.0
1388,＜魚類＞　（たい類）　ちだい　生,"['魚類', 'たい', '類', 'ちだい', '生']",97.0,19.4,2.4,0,0.1,75.0,390.0,33.0,32.0,230.0,0.6,0.4,0.03,0.01,24,43.0,0.0,0.0,21.0,2.0,1.3,0.0,0.03,0.1,4.7,0.33,3.0,3.0,0.49,4.3,2.0,20.0
1389,＜魚類＞　（たい類）　まだい　天然　生,"['魚類', 'たい', '類', '天然', '生']",129.0,20.6,5.8,0,0.1,55.0,440.0,11.0,31.0,220.0,0.2,0.4,0.02,0.01,0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,0.09,0.05,6.0,0.31,1.2,5.0,0.64,0.0,1.0,17.0
1390,＜魚類＞　（たい類）　まだい　養殖　皮つき　生,"['魚類', 'たい', '類', '養殖', '皮', 'つき', '生']",160.0,20.9,9.4,0,0.1,52.0,450.0,12.0,32.0,240.0,0.2,0.5,0.02,0.0,6,36.0,1.0,0.0,11.0,7.0,2.4,0.0,0.32,0.08,5.6,0.4,1.5,4.0,1.34,7.7,3.0,16.0
1391,＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,"['魚類', 'たい', '類', '養殖', '皮', 'つき', '水']",182.0,22.2,11.9,0,0.1,50.0,440.0,20.0,29.0,220.0,0.2,0.5,0.03,0.0,11,44.0,0.0,1.0,10.0,4.7,3.4,0.0,0.16,0.07,5.7,0.35,2.6,3.0,1.23,8.2,2.0,28.0
1392,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,"['魚類', 'たい', '類', '養殖', '皮', 'つき', '焼き']",186.0,22.7,12.0,0,0.1,55.0,500.0,24.0,32.0,260.0,0.2,0.5,0.02,0.01,8,46.0,0.0,0.0,17.0,5.6,4.6,0.0,0.14,0.09,6.3,0.32,2.6,3.0,1.25,9.4,3.0,13.0
1393,＜魚類＞　（たい類）　まだい　養殖　皮なし　生,"['魚類', 'たい', '類', '養殖', '皮', '生']",131.0,21.2,5.9,0,0.2,43.0,490.0,7.0,33.0,260.0,0.2,0.4,0.02,0.0,9,32.0,0.0,0.0,10.0,4.5,2.6,0.0,0.31,0.08,7.2,0.56,1.8,4.0,1.4,9.0,3.0,12.0
1394,＜魚類＞　たかさご　生,"['魚類', 'かさご', '生']",93.0,20.2,1.5,0,0.1,48.0,510.0,51.0,36.0,290.0,0.5,0.7,0.04,0.01,0,0.0,0.0,0.0,7.0,2.0,0.1,0.0,0.03,0.07,4.3,0.2,4.4,3.0,0.46,0.0,0.0,24.0
1395,＜魚類＞　たかべ　生,"['魚類', 'たかべ', '生']",148.0,18.7,9.0,0,0.0,120.0,380.0,41.0,34.0,210.0,0.6,1.3,0.04,0.01,0,0.0,0.0,0.0,16.0,4.0,1.4,0.0,0.06,0.18,3.7,0.23,2.0,3.0,0.48,0.0,1.0,19.0
1396,＜魚類＞　たちうお　生,"['魚類', '生']",238.0,16.5,20.9,0,0.0,88.0,290.0,12.0,29.0,180.0,0.2,0.5,0.02,0.02,0,0.0,0.0,0.0,52.0,14.0,1.2,0.0,0.01,0.07,3.9,0.2,0.9,2.0,0.56,0.0,1.0,28.0
1397,＜魚類＞　（たら類）　すけとうだら　生,"['魚類', 'たら', '類', '生']",72.0,17.4,1.0,0,0.1,100.0,350.0,13.0,24.0,180.0,0.2,0.5,0.03,0.0,160,25.0,0.0,0.0,10.0,0.5,0.9,0.0,0.05,0.11,1.4,0.09,2.9,12.0,0.2,2.5,1.0,25.0
1398,＜魚類＞　（たら類）　すけとうだら　フライ,"['魚類', 'たら', '類', 'フライ']",195.0,19.2,11.9,0,5.7,140.0,340.0,34.0,27.0,190.0,0.4,0.7,0.05,0.08,0,0.0,0.0,0.0,18.0,0.4,3.2,18.0,0.05,0.13,1.5,0.08,2.5,19.0,0.31,0.0,0.0,25.0
1399,＜魚類＞　（たら類）　すけとうだら　すり身,"['魚類', 'たら', '類', 'すり身']",98.0,17.5,0.2,0,6.6,120.0,130.0,7.0,21.0,130.0,0.1,0.3,0.03,0.01,0,0.0,0.0,0.0,5.0,1.0,0.6,0.0,0.03,0.05,0.4,0.01,0.6,4.0,0.19,0.0,0.0,12.0
1400,＜魚類＞　（たら類）　すけとうだら　すきみだら,"['魚類', 'たら', '類']",165.0,40.5,0.3,0,0.1,7400.0,540.0,130.0,54.0,340.0,1.9,0.1,0.09,0.02,0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.13,0.18,2.2,0.1,2.5,7.0,0.43,0.0,0.0,15.0
1401,＜魚類＞　（たら類）　すけとうだら　たらこ　生,"['魚類', 'たら', '類', 'こ', '生']",131.0,24.0,4.7,0,0.4,1800.0,300.0,24.0,13.0,390.0,0.6,3.1,0.08,0.04,130,130.0,1.0,0.0,24.0,1.7,7.1,0.0,0.71,0.43,50.0,0.25,18.0,52.0,3.68,18.0,33.0,27.0
1402,＜魚類＞　（たら類）　すけとうだら　たらこ　焼き,"['魚類', 'たら', '類', 'こ', '焼き']",158.0,28.3,6.1,0,0.5,2100.0,340.0,27.0,15.0,470.0,0.7,3.8,0.1,0.05,0,0.0,0.0,0.0,34.0,1.6,8.1,0.0,0.77,0.53,57.0,0.27,23.0,50.0,3.68,0.0,21.0,13.0
1403,＜魚類＞　（たら類）　すけとうだら　からしめんたいこ,"['魚類', 'たら', '類', 'めん', 'たいこ']",121.0,21.0,3.3,0,3.0,2200.0,180.0,23.0,11.0,290.0,0.7,2.7,0.08,0.04,0,0.0,0.0,0.0,37.0,1.0,6.5,1.0,0.34,0.33,20.0,0.17,11.0,43.0,2.16,0.0,76.0,28.0
1404,＜魚類＞　（たら類）　まだら　生,"['魚類', 'たら', '類', 'ら', '生']",72.0,17.6,0.2,0,0.1,110.0,350.0,32.0,24.0,230.0,0.2,0.5,0.04,0.01,350,31.0,0.0,0.0,10.0,1.0,0.8,0.0,0.1,0.1,1.4,0.07,1.3,5.0,0.44,2.5,0.0,20.0
1405,＜魚類＞　（たら類）　まだら　焼き,"['魚類', 'たら', '類', 'ら', '焼き']",103.0,25.2,0.2,0,0.2,140.0,480.0,48.0,33.0,280.0,0.4,0.9,0.05,0.02,0,0.0,0.0,0.0,9.0,0.7,1.3,0.0,0.09,0.12,1.4,0.09,3.9,7.0,0.53,0.0,0.0,12.0
1406,＜魚類＞　（たら類）　まだら　しらこ　生,"['魚類', 'たら', '類', 'ら', 'しら', 'こ', '生']",60.0,13.4,0.8,0,0.2,110.0,390.0,6.0,23.0,430.0,0.2,0.7,0.03,0.01,0,0.0,0.0,0.0,8.0,2.0,1.8,0.0,0.24,0.13,1.5,0.01,3.1,11.0,0.68,0.0,2.0,14.0
1407,＜魚類＞　（たら類）　まだら　塩だら,"['魚類', 'たら', '類', 'ら', '塩']",61.0,15.2,0.1,0,0.0,790.0,290.0,23.0,22.0,170.0,0.3,0.4,0.02,0.01,0,0.0,0.0,0.0,0.0,3.0,0.7,0.0,0.13,0.2,2.0,0.11,1.4,6.0,0.26,0.0,0.0,16.0
1408,＜魚類＞　（たら類）　まだら　干しだら,"['魚類', 'たら', '類', 'ら']",299.0,73.2,0.8,0,0.1,1500.0,1600.0,80.0,89.0,840.0,0.1,1.8,0.16,0.03,0,0.0,0.0,0.0,0.0,6.0,0.3,0.0,0.2,0.3,4.0,0.34,8.6,22.0,1.37,0.0,0.0,28.0
1409,＜魚類＞　（たら類）　加工品　でんぶ,"['魚類', 'たら', '類', '加工', '品', 'でんぶ']",276.0,25.5,1.1,0,41.5,1600.0,120.0,260.0,31.0,220.0,1.3,1.0,0.44,0.19,0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.04,0.08,1.9,0.04,0.4,16.0,0.15,0.0,0.0,18.0
